date,USD,JPY,CHF,GBP,EUR
2003-05-20,1.1644,136.36,1.5123,0.713,1.0
2003-05-21,1.1689,136.95,1.5077,0.7116,1.0
2003-05-22,1.172,137.1,1.5124,0.7163,1.0
2003-05-23,1.179,137.87,1.5216,0.7201,1.0
2003-05-26,1.1813,138.53,1.5262,0.721,1.0
2003-05-27,1.1901,138.93,1.5279,0.7235,1.0
2003-05-28,1.1738,138.86,1.5237,0.7184,1.0
2003-05-29,1.1756,139.53,1.5288,0.7158,1.0
2003-05-30,1.1822,140.31,1.5277,0.7196,1.0
2003-06-02,1.1672,138.65,1.5277,0.7175,1.0
2003-06-03,1.1723,139.45,1.5364,0.7173,1.0
2003-06-04,1.1691,138.6,1.5366,0.7172,1.0
2003-06-05,1.1775,139.28,1.5437,0.7121,1.0
2003-06-06,1.1813,139.28,1.5444,0.7093,1.0
2003-06-09,1.1726,138.62,1.5454,0.7083,1.0
2003-06-10,1.1699,138.22,1.5422,0.7065,1.0
2003-06-11,1.1748,138.4,1.5378,0.7047,1.0
2003-06-12,1.1734,138.14,1.5384,0.70215,1.0
2003-06-13,1.1751,138.44,1.5487,0.7053,1.0
2003-06-16,1.1854,139.43,1.5429,0.7046,1.0
2003-06-17,1.1797,139.34,1.541,0.702,1.0
2003-06-18,1.1699,138.69,1.5463,0.6965,1.0
2003-06-19,1.1655,138.52,1.5518,0.6965,1.0
2003-06-20,1.1655,137.94,1.5429,0.6966,1.0
2003-06-23,1.1539,136.19,1.5343,0.6947,1.0
2003-06-24,1.1565,136.33,1.5317,0.694,1.0
2003-06-25,1.1551,135.68,1.5323,0.6915,1.0
2003-06-26,1.1432,135.78,1.5394,0.687,1.0
2003-06-27,1.1413,136.76,1.5452,0.6901,1.0
2003-06-30,1.1427,137.32,1.5544,0.6932,1.0
2003-07-01,1.1543,138.2,1.5582,0.69605,1.0
2003-07-02,1.1535,137.36,1.5516,0.6937,1.0
2003-07-03,1.1457,135.73,1.5517,0.6896,1.0
2003-07-04,1.1466,135.4,1.55,0.68675,1.0
2003-07-07,1.136,134.12,1.5546,0.68855,1.0
2003-07-08,1.1326,133.78,1.5516,0.6907,1.0
2003-07-09,1.1355,134.1,1.5432,0.6958,1.0
2003-07-10,1.1342,133.51,1.5489,0.6981,1.0
2003-07-11,1.1315,133.25,1.5485,0.69185,1.0
2003-07-14,1.1299,132.93,1.5514,0.695,1.0
2003-07-15,1.1319,132.81,1.5515,0.70325,1.0
2003-07-16,1.1138,131.93,1.5457,0.7013,1.0
2003-07-17,1.1231,133.29,1.5359,0.7051,1.0
2003-07-18,1.1205,133.49,1.5366,0.70445,1.0
2003-07-21,1.1284,133.84,1.538,0.7089,1.0
2003-07-22,1.1343,135.18,1.5434,0.7083,1.0
2003-07-23,1.1401,135.67,1.545,0.711,1.0
2003-07-24,1.1467,136.5,1.5494,0.7116,1.0
2003-07-25,1.1477,136.46,1.5479,0.711,1.0
2003-07-28,1.1489,137.23,1.5481,0.7068,1.0
2003-07-29,1.1462,137.26,1.5484,0.7062,1.0
2003-07-30,1.142,136.97,1.5494,0.7044,1.0
2003-07-31,1.1318,135.72,1.5464,0.7019,1.0
2003-08-01,1.1169,134.63,1.5303,0.6962,1.0
2003-08-04,1.1307,136.28,1.5367,0.7015,1.0
2003-08-05,1.1333,136.49,1.5321,0.7045,1.0
2003-08-06,1.1392,136.95,1.5344,0.705,1.0
2003-08-07,1.1353,136.11,1.5372,0.70635,1.0
2003-08-08,1.1326,134.83,1.5367,0.70335,1.0
2003-08-11,1.1295,133.86,1.5383,0.70545,1.0
2003-08-12,1.1312,134.04,1.5426,0.7065,1.0
2003-08-13,1.1277,134.25,1.5462,0.7032,1.0
2003-08-14,1.127,134.76,1.5474,0.7012,1.0
2003-08-15,1.1247,134.0,1.5438,0.70375,1.0
2003-08-18,1.1188,133.93,1.5454,0.7033,1.0
2003-08-19,1.1065,132.32,1.5483,0.6991,1.0
2003-08-20,1.1109,131.46,1.543,0.6974,1.0
2003-08-21,1.1009,129.76,1.5424,0.6944,1.0
2003-08-22,1.0894,128.37,1.5422,0.6919,1.0
2003-08-25,1.0888,127.85,1.54,0.6909,1.0
2003-08-26,1.0816,127.06,1.537,0.6918,1.0
2003-08-27,1.0907,128.62,1.5372,0.6943,1.0
2003-08-28,1.0828,127.11,1.5415,0.69035,1.0
2003-08-29,1.0927,127.26,1.5369,0.6926,1.0
2003-09-01,1.0965,127.58,1.537,0.6981,1.0
2003-09-02,1.0849,126.94,1.5359,0.6921,1.0
2003-09-03,1.0783,125.4,1.5318,0.69,1.0
2003-09-04,1.0818,126.39,1.5379,0.6887,1.0
2003-09-05,1.0923,127.64,1.5405,0.6919,1.0
2003-09-08,1.1071,129.41,1.5383,0.6985,1.0
2003-09-09,1.1135,129.57,1.5437,0.7025,1.0
2003-09-10,1.1172,130.51,1.5501,0.703,1.0
2003-09-11,1.1217,131.33,1.5532,0.7036,1.0
2003-09-12,1.1172,130.79,1.5561,0.701,1.0
2003-09-15,1.1281,132.54,1.5574,0.7038,1.0
2003-09-16,1.1235,130.64,1.5575,0.7048,1.0
2003-09-17,1.1212,130.58,1.5493,0.7002,1.0
2003-09-18,1.129,130.15,1.5583,0.699,1.0
2003-09-19,1.1312,129.92,1.5597,0.6951,1.0
2003-09-22,1.1468,128.36,1.5535,0.6968,1.0
2003-09-23,1.1464,127.93,1.5533,0.6936,1.0
2003-09-24,1.1466,127.81,1.5533,0.693,1.0
2003-09-25,1.1493,128.35,1.5495,0.69335,1.0
2003-09-26,1.1487,128.77,1.5433,0.69165,1.0
2003-09-29,1.1413,127.36,1.5425,0.6931,1.0
2003-09-30,1.1652,128.8,1.5404,0.6986,1.0
2003-10-01,1.1671,129.64,1.5396,0.7047,1.0
2003-10-02,1.1692,129.68,1.5411,0.7015,1.0
2003-10-03,1.1686,129.29,1.544,0.7002,1.0
2003-10-06,1.1579,128.66,1.5468,0.6952,1.0
2003-10-07,1.1768,129.92,1.5494,0.70455,1.0
2003-10-08,1.1781,129.36,1.5492,0.7083,1.0
2003-10-09,1.1788,128.63,1.5498,0.7087,1.0
2003-10-10,1.1788,127.85,1.55,0.70845,1.0
2003-10-13,1.1688,126.82,1.5493,0.70435,1.0
2003-10-14,1.1634,127.79,1.5467,0.702,1.0
2003-10-15,1.1669,127.71,1.5455,0.69905,1.0
2003-10-16,1.1615,127.45,1.5487,0.6947,1.0
2003-10-17,1.1579,127.2,1.5514,0.6936,1.0
2003-10-20,1.1629,128.21,1.5524,0.69385,1.0
2003-10-21,1.1623,128.07,1.5534,0.6958,1.0
2003-10-22,1.1694,128.14,1.5536,0.695,1.0
2003-10-23,1.1786,129.32,1.5467,0.6965,1.0
2003-10-24,1.1781,129.02,1.5471,0.6948,1.0
2003-10-27,1.1748,127.37,1.5476,0.6935,1.0
2003-10-28,1.1673,126.69,1.5516,0.6904,1.0
2003-10-29,1.1684,126.21,1.5512,0.6858,1.0
2003-10-30,1.1736,126.97,1.5495,0.68825,1.0
2003-10-31,1.1622,126.72,1.5506,0.6863,1.0
2003-11-03,1.1589,127.71,1.5545,0.68365,1.0
2003-11-04,1.1468,126.47,1.563,0.684,1.0
2003-11-05,1.1473,125.7,1.5652,0.68385,1.0
2003-11-06,1.1449,125.9,1.5662,0.683,1.0
2003-11-07,1.1424,125.82,1.5702,0.6871,1.0
2003-11-10,1.1483,124.8,1.5729,0.6866,1.0
2003-11-11,1.1497,125.03,1.5689,0.6896,1.0
2003-11-12,1.16,126.42,1.5668,0.693,1.0
2003-11-13,1.168,126.69,1.5717,0.6938,1.0
2003-11-14,1.1765,127.42,1.5668,0.697,1.0
2003-11-17,1.1802,128.56,1.558,0.6983,1.0
2003-11-18,1.1778,128.17,1.5568,0.69705,1.0
2003-11-19,1.191,129.82,1.5518,0.7021,1.0
2003-11-20,1.1909,129.66,1.5481,0.6994,1.0
2003-11-21,1.1899,129.37,1.5463,0.6983,1.0
2003-11-24,1.1823,128.93,1.5527,0.69605,1.0
2003-11-25,1.1766,129.41,1.5535,0.69415,1.0
2003-11-26,1.1828,129.67,1.5499,0.6968,1.0
2003-11-27,1.1902,129.99,1.5489,0.6947,1.0
2003-11-28,1.1994,131.24,1.5484,0.6971,1.0
2003-12-01,1.2019,131.41,1.5504,0.6965,1.0
2003-12-02,1.1975,130.86,1.5552,0.69585,1.0
2003-12-03,1.2102,131.25,1.5569,0.6999,1.0
2003-12-04,1.2074,130.67,1.5579,0.70045,1.0
2003-12-05,1.2087,130.79,1.5577,0.7021,1.0
2003-12-08,1.2218,131.4,1.5479,0.7043,1.0
2003-12-09,1.2258,131.45,1.5473,0.70335,1.0
2003-12-10,1.2239,132.33,1.5462,0.7024,1.0
2003-12-11,1.2187,131.87,1.5509,0.698,1.0
2003-12-12,1.2254,132.14,1.5498,0.70125,1.0
2003-12-15,1.223,132.09,1.5516,0.7013,1.0
2003-12-16,1.2339,132.74,1.5529,0.7062,1.0
2003-12-17,1.2337,132.76,1.5539,0.703,1.0
2003-12-18,1.2403,133.38,1.5563,0.70155,1.0
2003-12-19,1.2418,133.63,1.5552,0.7029,1.0
2003-12-22,1.2434,133.53,1.5565,0.7054,1.0
2003-12-23,1.2392,133.19,1.5611,0.7025,1.0
2003-12-24,1.2407,133.12,1.559,0.70175,1.0
2003-12-25,,,,,1.0
2003-12-26,,,,,1.0
2003-12-29,1.2499,133.68,1.5587,0.704,1.0
2003-12-30,1.2496,133.72,1.5594,0.7036,1.0
2003-12-31,1.263,135.05,1.5579,0.7048,1.0
2004-01-01,,,,,1.0
2004-01-02,1.2592,134.72,1.5615,0.70545,1.0
2004-01-05,1.2657,134.53,1.5594,0.7026,1.0
2004-01-06,1.2756,135.46,1.5666,0.6998,1.0
2004-01-07,1.2679,134.63,1.5676,0.6978,1.0
2004-01-08,1.2634,134.11,1.5697,0.69455,1.0
2004-01-09,1.2737,136.18,1.5667,0.6944,1.0
2004-01-12,1.2828,136.57,1.565,0.6925,1.0
2004-01-13,1.2749,135.64,1.5623,0.6897,1.0
2004-01-14,1.2692,134.7,1.5601,0.69015,1.0
2004-01-15,1.2635,134.09,1.5626,0.6916,1.0
2004-01-16,1.2493,132.47,1.567,0.6884,1.0
2004-01-19,1.2373,132.43,1.5701,0.6928,1.0
2004-01-20,1.2536,134.43,1.572,0.6913,1.0
2004-01-21,1.2607,134.86,1.5691,0.69,1.0
2004-01-22,1.271,135.27,1.5673,0.6888,1.0
2004-01-23,1.2692,134.48,1.5659,0.6891,1.0
2004-01-26,1.2575,133.43,1.5645,0.6888,1.0
2004-01-27,1.2517,132.51,1.5681,0.69085,1.0
2004-01-28,1.2563,133.05,1.5688,0.68685,1.0
2004-01-29,1.2468,132.13,1.5621,0.685,1.0
2004-01-30,1.2384,131.06,1.5626,0.6846,1.0
2004-02-02,1.2461,131.57,1.5687,0.6834,1.0
2004-02-03,1.2585,132.82,1.5662,0.6836,1.0
2004-02-04,1.2524,132.04,1.5693,0.6819,1.0
2004-02-05,1.2583,132.73,1.5699,0.6854,1.0
2004-02-06,1.2529,133.54,1.5694,0.68315,1.0
2004-02-09,1.2713,134.43,1.5688,0.6838,1.0
2004-02-10,1.2764,134.51,1.569,0.6821,1.0
2004-02-11,1.268,133.84,1.5738,0.6779,1.0
2004-02-12,1.2802,135.04,1.5765,0.6774,1.0
2004-02-13,1.2816,135.04,1.579,0.6778,1.0
2004-02-16,1.2741,134.39,1.5754,0.6758,1.0
2004-02-17,1.2858,135.75,1.5747,0.6747,1.0
2004-02-18,1.2824,135.65,1.5768,0.6736,1.0
2004-02-19,1.2724,135.85,1.5763,0.6708,1.0
2004-02-20,1.2663,136.51,1.5758,0.6734,1.0
2004-02-23,1.2576,136.12,1.5786,0.6755,1.0
2004-02-24,1.2595,136.48,1.5745,0.6712,1.0
2004-02-25,1.2629,137.24,1.574,0.6682,1.0
2004-02-26,1.2444,136.4,1.574,0.6683,1.0
2004-02-27,1.2418,135.63,1.578,0.67,1.0
2004-03-01,1.2484,136.28,1.5783,0.6683,1.0
2004-03-02,1.2402,135.98,1.5838,0.667,1.0
2004-03-03,1.2143,133.81,1.5807,0.6633,1.0
2004-03-04,1.2147,134.43,1.5793,0.6663,1.0
2004-03-05,1.2192,135.5,1.5778,0.6704,1.0
2004-03-08,1.2356,138.6,1.5822,0.6678,1.0
2004-03-09,1.2361,137.7,1.5801,0.6721,1.0
2004-03-10,1.2299,136.36,1.5758,0.6756,1.0
2004-03-11,1.2256,135.58,1.567,0.6792,1.0
2004-03-12,1.2235,136.15,1.5692,0.6814,1.0
2004-03-15,1.2278,136.02,1.5645,0.6818,1.0
2004-03-16,1.235,135.0,1.5692,0.6792,1.0
2004-03-17,1.2251,132.75,1.567,0.6756,1.0
2004-03-18,1.2261,131.22,1.5625,0.67215,1.0
2004-03-19,1.2344,132.0,1.5587,0.6735,1.0
2004-03-22,1.2353,132.17,1.5574,0.66945,1.0
2004-03-23,1.2276,131.17,1.5524,0.6664,1.0
2004-03-24,1.2196,129.76,1.5533,0.6653,1.0
2004-03-25,1.2132,128.72,1.5505,0.6725,1.0
2004-03-26,1.2173,128.59,1.556,0.66985,1.0
2004-03-29,1.2118,128.13,1.5583,0.6674,1.0
2004-03-30,1.2187,128.99,1.5586,0.6681,1.0
2004-03-31,1.2224,126.97,1.5594,0.6659,1.0
2004-04-01,1.232,127.82,1.5595,0.6666,1.0
2004-04-02,1.2318,128.36,1.5637,0.6663,1.0
2004-04-05,1.2058,126.34,1.5673,0.6636,1.0
2004-04-06,1.209,128.24,1.5657,0.6582,1.0
2004-04-07,1.2101,127.94,1.5583,0.6586,1.0
2004-04-08,1.2096,128.37,1.5521,0.6601,1.0
2004-04-09,,,,,1.0
2004-04-12,,,,,1.0
2004-04-13,1.1975,126.92,1.5495,0.6556,1.0
2004-04-14,1.1924,128.44,1.5479,0.6621,1.0
2004-04-15,1.1912,129.39,1.552,0.668,1.0
2004-04-16,1.1932,129.49,1.5541,0.6684,1.0
2004-04-19,1.2044,129.92,1.5492,0.66635,1.0
2004-04-20,1.1926,128.61,1.5548,0.66425,1.0
2004-04-21,1.1836,129.79,1.5551,0.6682,1.0
2004-04-22,1.1873,130.08,1.5551,0.6714,1.0
2004-04-23,1.1885,129.55,1.5598,0.66985,1.0
2004-04-26,1.1851,128.93,1.5566,0.66365,1.0
2004-04-27,1.1887,130.47,1.5488,0.6638,1.0
2004-04-28,1.1907,130.17,1.5487,0.6665,1.0
2004-04-29,1.1826,130.86,1.5446,0.6713,1.0
2004-04-30,1.1947,131.87,1.5511,0.6737,1.0
2004-05-03,1.1953,131.51,1.5524,0.675,1.0
2004-05-04,1.2061,132.53,1.5522,0.6746,1.0
2004-05-05,1.2126,131.93,1.5474,0.6769,1.0
2004-05-06,1.2116,132.64,1.5494,0.6746,1.0
2004-05-07,1.2073,133.54,1.5492,0.6719,1.0
2004-05-10,1.1843,134.43,1.5417,0.6678,1.0
2004-05-11,1.1804,134.32,1.5426,0.672,1.0
2004-05-12,1.1857,134.18,1.5411,0.6697,1.0
2004-05-13,1.1823,135.14,1.5383,0.6703,1.0
2004-05-14,1.1802,135.52,1.54,0.6739,1.0
2004-05-17,1.2023,136.68,1.536,0.6796,1.0
2004-05-18,1.1983,136.43,1.5346,0.6774,1.0
2004-05-19,1.1989,135.29,1.5382,0.6732,1.0
2004-05-20,1.1922,134.87,1.5365,0.6733,1.0
2004-05-21,1.2031,134.78,1.5369,0.6717,1.0
2004-05-24,1.1968,134.62,1.5351,0.6683,1.0
2004-05-25,1.2063,136.05,1.5379,0.6682,1.0
2004-05-26,1.2106,135.07,1.5378,0.6664,1.0
2004-05-27,1.2165,135.59,1.5355,0.6662,1.0
2004-05-28,1.2246,135.77,1.5304,0.6673,1.0
2004-05-31,1.2198,133.24,1.5276,0.66475,1.0
2004-06-01,1.2231,134.04,1.528,0.6658,1.0
2004-06-02,1.2276,135.64,1.5276,0.665,1.0
2004-06-03,1.2226,136.19,1.526,0.6655,1.0
2004-06-04,1.2203,135.78,1.5273,0.66385,1.0
2004-06-07,1.2319,135.36,1.5242,0.67025,1.0
2004-06-08,1.2294,135.08,1.5229,0.6684,1.0
2004-06-09,1.2157,132.57,1.5197,0.6646,1.0
2004-06-10,1.2052,131.84,1.5126,0.6614,1.0
2004-06-11,1.2006,132.19,1.512,0.65935,1.0
2004-06-14,1.2001,133.45,1.5145,0.6637,1.0
2004-06-15,1.2051,134.01,1.5179,0.66445,1.0
2004-06-16,1.2058,132.63,1.5239,0.6594,1.0
2004-06-17,1.2045,131.8,1.516,0.65605,1.0
2004-06-18,1.2042,131.42,1.5104,0.65595,1.0
2004-06-21,1.2112,131.19,1.5085,0.66115,1.0
2004-06-22,1.2091,131.17,1.5133,0.664,1.0
2004-06-23,1.2087,131.6,1.5167,0.6651,1.0
2004-06-24,1.2122,130.32,1.513,0.6681,1.0
2004-06-25,1.2138,130.84,1.5146,0.6666,1.0
2004-06-28,1.2208,131.59,1.5211,0.6666,1.0
2004-06-29,1.2169,131.83,1.528,0.6682,1.0
2004-06-30,1.2155,132.4,1.5242,0.67075,1.0
2004-07-01,1.2168,131.64,1.5232,0.6701,1.0
2004-07-02,1.2148,132.64,1.5208,0.6687,1.0
2004-07-05,1.2288,133.98,1.5182,0.6705,1.0
2004-07-06,1.2309,134.38,1.5188,0.6693,1.0
2004-07-07,1.2357,133.96,1.5185,0.6676,1.0
2004-07-08,1.2348,134.58,1.5189,0.6668,1.0
2004-07-09,1.2372,134.24,1.5188,0.66835,1.0
2004-07-12,1.2397,134.12,1.5183,0.6667,1.0
2004-07-13,1.2372,133.97,1.5206,0.6647,1.0
2004-07-14,1.2381,134.8,1.5248,0.6662,1.0
2004-07-15,1.2374,134.98,1.5264,0.6677,1.0
2004-07-16,1.2353,135.37,1.5271,0.6645,1.0
2004-07-19,1.2412,134.26,1.5264,0.6636,1.0
2004-07-20,1.2385,134.31,1.532,0.66685,1.0
2004-07-21,1.2296,134.08,1.5337,0.6673,1.0
2004-07-22,1.2268,134.26,1.5329,0.6653,1.0
2004-07-23,1.2191,134.06,1.5289,0.6632,1.0
2004-07-26,1.2163,133.22,1.5331,0.66105,1.0
2004-07-27,1.2168,133.62,1.5367,0.661,1.0
2004-07-28,1.2034,134.15,1.536,0.66165,1.0
2004-07-29,1.2026,135.0,1.5393,0.663,1.0
2004-07-30,1.2039,134.19,1.5414,0.66255,1.0
2004-08-02,1.2055,134.09,1.5361,0.66005,1.0
2004-08-03,1.2022,133.23,1.5413,0.6607,1.0
2004-08-04,1.1983,133.72,1.5394,0.6596,1.0
2004-08-05,1.2042,134.13,1.5383,0.6612,1.0
2004-08-06,1.2064,134.62,1.538,0.6619,1.0
2004-08-09,1.2247,135.77,1.5392,0.66605,1.0
2004-08-10,1.2279,136.08,1.5389,0.6692,1.0
2004-08-11,1.2233,135.84,1.5416,0.669,1.0
2004-08-12,1.2256,135.86,1.5397,0.6695,1.0
2004-08-13,1.2219,136.5,1.5347,0.6701,1.0
2004-08-16,1.2337,136.66,1.5325,0.6702,1.0
2004-08-17,1.2338,136.45,1.537,0.6713,1.0
2004-08-18,1.2331,135.56,1.535,0.67485,1.0
2004-08-19,1.2359,135.36,1.5349,0.67655,1.0
2004-08-20,1.2293,134.76,1.5398,0.6743,1.0
2004-08-23,1.225,134.19,1.541,0.6744,1.0
2004-08-24,1.2139,133.02,1.541,0.6725,1.0
2004-08-25,1.2081,133.19,1.5403,0.6727,1.0
2004-08-26,1.21,133.04,1.5398,0.6732,1.0
2004-08-27,1.2085,132.36,1.5401,0.6718,1.0
2004-08-30,1.2047,132.37,1.5409,0.6726,1.0
2004-08-31,1.2111,133.05,1.5428,0.6755,1.0
2004-09-01,1.2168,133.09,1.5386,0.67775,1.0
2004-09-02,1.2172,133.05,1.5338,0.6791,1.0
2004-09-03,1.2175,132.96,1.534,0.6799,1.0
2004-09-06,1.2071,132.88,1.5337,0.6782,1.0
2004-09-07,1.2079,132.54,1.5325,0.68115,1.0
2004-09-08,1.2039,132.01,1.5379,0.6788,1.0
2004-09-09,1.2191,133.71,1.5384,0.6828,1.0
2004-09-10,1.2219,134.61,1.5401,0.6832,1.0
2004-09-13,1.2236,134.91,1.5417,0.6801,1.0
2004-09-14,1.2237,134.46,1.5439,0.68135,1.0
2004-09-15,1.2238,134.19,1.5417,0.6848,1.0
2004-09-16,1.2158,133.24,1.5457,0.6798,1.0
2004-09-17,1.2211,134.32,1.548,0.6801,1.0
2004-09-20,1.2132,133.21,1.5468,0.6804,1.0
2004-09-21,1.2276,134.57,1.5452,0.68335,1.0
2004-09-22,1.2245,135.37,1.5477,0.68345,1.0
2004-09-23,1.2315,136.34,1.5477,0.68375,1.0
2004-09-24,1.2309,136.17,1.5473,0.68315,1.0
2004-09-27,1.2254,136.3,1.5493,0.6787,1.0
2004-09-28,1.2335,137.4,1.551,0.6801,1.0
2004-09-29,1.2323,136.62,1.5509,0.6818,1.0
2004-09-30,1.2409,137.17,1.5524,0.6868,1.0
2004-10-01,1.2413,136.85,1.5495,0.69095,1.0
2004-10-04,1.2305,136.54,1.552,0.68855,1.0
2004-10-05,1.2304,136.51,1.5532,0.6896,1.0
2004-10-06,1.2282,136.45,1.5543,0.6895,1.0
2004-10-07,1.2301,136.84,1.5535,0.69055,1.0
2004-10-08,1.2315,136.05,1.5529,0.6891,1.0
2004-10-11,1.2392,135.32,1.5496,0.6903,1.0
2004-10-12,1.2312,135.22,1.5489,0.6889,1.0
2004-10-13,1.2267,134.91,1.546,0.68625,1.0
2004-10-14,1.2377,135.41,1.5449,0.6876,1.0
2004-10-15,1.2414,135.66,1.5414,0.68945,1.0
2004-10-18,1.2474,136.51,1.5382,0.69185,1.0
2004-10-19,1.2509,135.81,1.5385,0.6943,1.0
2004-10-20,1.259,136.43,1.5374,0.6963,1.0
2004-10-21,1.2606,135.73,1.5365,0.69005,1.0
2004-10-22,1.2606,135.64,1.5384,0.691,1.0
2004-10-25,1.2792,136.3,1.5326,0.69455,1.0
2004-10-26,1.2784,136.51,1.5333,0.69555,1.0
2004-10-27,1.2792,136.37,1.5321,0.69455,1.0
2004-10-28,1.2711,135.2,1.5316,0.6957,1.0
2004-10-29,1.2737,135.13,1.5299,0.69565,1.0
2004-11-01,1.2748,135.53,1.5318,0.6958,1.0
2004-11-02,1.2705,135.17,1.5317,0.6916,1.0
2004-11-03,1.2754,135.86,1.5331,0.6919,1.0
2004-11-04,1.2874,136.64,1.5304,0.6966,1.0
2004-11-05,1.2856,136.51,1.5316,0.69775,1.0
2004-11-08,1.2917,136.56,1.5286,0.69695,1.0
2004-11-09,1.2911,136.57,1.5273,0.69625,1.0
2004-11-10,1.2977,137.44,1.5222,0.6987,1.0
2004-11-11,1.289,137.65,1.5191,0.7002,1.0
2004-11-12,1.2921,136.93,1.5205,0.7006,1.0
2004-11-15,1.2955,136.48,1.5241,0.6989,1.0
2004-11-16,1.2971,136.64,1.5238,0.69955,1.0
2004-11-17,1.3026,135.97,1.5203,0.70135,1.0
2004-11-18,1.3024,135.54,1.5171,0.7025,1.0
2004-11-19,1.302,134.97,1.5153,0.7012,1.0
2004-11-22,1.3033,134.47,1.5157,0.70255,1.0
2004-11-23,1.3089,134.81,1.515,0.6995,1.0
2004-11-24,1.3146,135.26,1.5143,0.69985,1.0
2004-11-25,1.3213,135.75,1.5113,0.7006,1.0
2004-11-26,1.3238,136.39,1.5146,0.6997,1.0
2004-11-29,1.3247,136.24,1.517,0.701,1.0
2004-11-30,1.3295,136.54,1.5114,0.6966,1.0
2004-12-01,1.3294,136.83,1.52,0.69155,1.0
2004-12-02,1.3314,136.78,1.5268,0.68905,1.0
2004-12-03,1.33,137.05,1.5273,0.6901,1.0
2004-12-06,1.3435,137.47,1.5272,0.6918,1.0
2004-12-07,1.3456,138.3,1.5305,0.6906,1.0
2004-12-08,1.33,138.63,1.533,0.6895,1.0
2004-12-09,1.3305,139.17,1.5344,0.6919,1.0
2004-12-10,1.3191,139.59,1.5349,0.6912,1.0
2004-12-13,1.3268,139.01,1.5348,0.69225,1.0
2004-12-14,1.3317,139.7,1.5368,0.6915,1.0
2004-12-15,1.3383,139.51,1.5282,0.69115,1.0
2004-12-16,1.3401,138.93,1.532,0.6863,1.0
2004-12-17,1.3264,138.37,1.5367,0.68585,1.0
2004-12-20,1.3378,139.44,1.5382,0.6874,1.0
2004-12-21,1.3394,139.85,1.5403,0.6923,1.0
2004-12-22,1.3384,139.18,1.5436,0.69905,1.0
2004-12-23,1.3456,139.88,1.5443,0.7013,1.0
2004-12-24,1.3542,140.26,1.5458,0.7033,1.0
2004-12-27,1.3527,140.34,1.5484,0.7036,1.0
2004-12-28,1.3633,140.49,1.5441,0.70315,1.0
2004-12-29,1.3608,140.76,1.5426,0.7083,1.0
2004-12-30,1.3604,141.03,1.544,0.7088,1.0
2004-12-31,1.3621,139.65,1.5429,0.70505,1.0
2005-01-03,1.3507,138.84,1.5444,0.70725,1.0
2005-01-04,1.3365,138.49,1.5477,0.7062,1.0
2005-01-05,1.3224,138.09,1.5528,0.70485,1.0
2005-01-06,1.3183,138.3,1.5498,0.7039,1.0
2005-01-07,1.32,138.06,1.5488,0.7028,1.0
2005-01-10,1.3103,136.83,1.5469,0.6978,1.0
2005-01-11,1.3143,136.7,1.547,0.7001,1.0
2005-01-12,1.3139,135.47,1.5488,0.6999,1.0
2005-01-13,1.3232,135.71,1.5479,0.703,1.0
2005-01-14,1.3091,134.32,1.5491,0.7006,1.0
2005-01-17,1.3085,133.52,1.545,0.7031,1.0
2005-01-18,1.306,134.08,1.5433,0.6978,1.0
2005-01-19,1.3083,133.98,1.5416,0.69655,1.0
2005-01-20,1.2936,133.22,1.5414,0.6933,1.0
2005-01-21,1.2963,134.6,1.5491,0.6953,1.0
2005-01-24,1.3065,134.34,1.5441,0.6956,1.0
2005-01-25,1.3025,134.85,1.546,0.6956,1.0
2005-01-26,1.3005,134.47,1.5505,0.6927,1.0
2005-01-27,1.3026,134.78,1.5468,0.6919,1.0
2005-01-28,1.3035,134.69,1.5461,0.69255,1.0
2005-01-31,1.3035,134.96,1.5473,0.6912,1.0
2005-02-01,1.3027,135.16,1.5516,0.69255,1.0
2005-02-02,1.3061,135.3,1.5528,0.6923,1.0
2005-02-03,1.3001,135.54,1.5583,0.6894,1.0
2005-02-04,1.2958,134.71,1.5591,0.6883,1.0
2005-02-07,1.2844,133.98,1.5593,0.6867,1.0
2005-02-08,1.2764,134.85,1.5591,0.6876,1.0
2005-02-09,1.2762,134.85,1.5575,0.6858,1.0
2005-02-10,1.2777,135.96,1.5588,0.68825,1.0
2005-02-11,1.2855,136.11,1.5551,0.6897,1.0
2005-02-14,1.2967,136.2,1.5545,0.6873,1.0
2005-02-15,1.3016,136.42,1.5507,0.6885,1.0
2005-02-16,1.304,137.0,1.5469,0.69135,1.0
2005-02-17,1.3041,137.8,1.5485,0.6912,1.0
2005-02-18,1.3039,137.63,1.5475,0.6891,1.0
2005-02-21,1.3055,137.76,1.5447,0.6891,1.0
2005-02-22,1.3193,137.42,1.538,0.6913,1.0
2005-02-23,1.3203,138.45,1.5389,0.6917,1.0
2005-02-24,1.326,139.07,1.5391,0.69395,1.0
2005-02-25,1.3165,138.74,1.5426,0.68975,1.0
2005-02-28,1.3257,138.04,1.5392,0.68975,1.0
2005-03-01,1.3216,137.9,1.5357,0.6879,1.0
2005-03-02,1.3101,137.43,1.5413,0.6859,1.0
2005-03-03,1.3144,137.83,1.5461,0.6878,1.0
2005-03-04,1.3115,138.33,1.5491,0.6876,1.0
2005-03-07,1.3197,138.88,1.5518,0.6896,1.0
2005-03-08,1.3246,138.94,1.5509,0.6889,1.0
2005-03-09,1.3346,139.18,1.5535,0.69385,1.0
